//Exported ASCII-File
[Header]
FileName = C:\Users\reoml\Desktop\Mestrado\mapa raman\Mapa Raman_GO e rGO.WIP
ImageName = Scan_002_Spec.Data 1_F: Min & Max -> Maximum [1509.5 rel. 1/cm -> 1683.4 rel. 1/cm]
PointsPerLine = 61
LinesPerImage = 61
ScanUnit = µm
ScanWidth = 30
ScanHeight = 30
ScanOriginX = -9.24899959564209
ScanOriginY = 4.88899993896484
ScanOriginZ = 0
DataUnit = CCD cts
[Data]
 9.73024E+01	 8.63820E+01	 9.69993E+01	 1.07934E+02	 1.29373E+02	 1.18117E+02	 9.63049E+01	 5.74633E+01	 4.14697E+01	 4.93545E+01	 6.28667E+01	 5.35065E+01	 3.42174E+01	 2.87025E+01	 2.67766E+01	 4.83083E+01	 8.40037E+01	 8.98124E+01	 7.46008E+01	 7.34855E+01	 6.05209E+01	 3.54877E+01	 1.86658E+01	 2.17921E+01	 3.43186E+01	 4.54113E+01	 6.01405E+01	 6.71455E+01	 7.09746E+01	 8.31366E+01	 9.00394E+01	 8.73906E+01	 8.39775E+01	 7.03820E+01	 6.07877E+01	 8.57738E+01	 1.38068E+02	 1.19849E+02	 7.04548E+01	 5.50617E+01	 3.51901E+01	 1.68365E+01	 1.48627E+01	 2.04549E+01	 3.46542E+01	 6.56055E+01	 5.43909E+01	 2.86285E+01	 2.61098E+01	 4.20336E+01	 4.79825E+01	 6.20612E+01	 6.54026E+01	 4.54841E+01	 3.58513E+01	 1.81285E+01	 2.99951E+01	 6.35357E+01	 8.01913E+01	 7.17104E+01	 6.61391E+01
 1.03706E+02	 1.24313E+02	 1.36321E+02	 1.15097E+02	 9.67275E+01	 8.23327E+01	 6.95198E+01	 5.95711E+01	 4.04612E+01	 3.88639E+01	 5.06847E+01	 4.47519E+01	 5.24866E+01	 5.42750E+01	 5.46590E+01	 5.57060E+01	 8.48944E+01	 8.35606E+01	 7.43563E+01	 7.03220E+01	 5.19905E+01	 3.80465E+01	 2.83495E+01	 2.17862E+01	 2.69056E+01	 3.45246E+01	 4.94006E+01	 6.12381E+01	 7.28648E+01	 9.12337E+01	 1.05258E+02	 1.06013E+02	 9.38236E+01	 8.23508E+01	 8.39782E+01	 1.18368E+02	 1.50378E+02	 1.30600E+02	 8.41919E+01	 5.53648E+01	 3.87671E+01	 2.85703E+01	 2.53585E+01	 3.40866E+01	 4.67420E+01	 4.43211E+01	 3.30531E+01	 2.70009E+01	 2.07159E+01	 3.26302E+01	 4.08318E+01	 6.54017E+01	 6.82927E+01	 3.87948E+01	 2.68195E+01	 3.38381E+01	 5.00711E+01	 8.51063E+01	 6.91913E+01	 7.17964E+01	 8.40806E+01
 7.71224E+01	 8.83144E+01	 1.00744E+02	 9.28236E+01	 8.59769E+01	 7.82022E+01	 7.82355E+01	 7.81886E+01	 6.77603E+01	 5.48581E+01	 4.57241E+01	 3.87388E+01	 3.28653E+01	 3.74729E+01	 4.27325E+01	 4.27065E+01	 7.20446E+01	 7.59168E+01	 6.31763E+01	 6.04754E+01	 5.64333E+01	 5.17239E+01	 4.95131E+01	 4.92563E+01	 3.69872E+01	 2.97900E+01	 3.51497E+01	 3.76653E+01	 4.81453E+01	 6.70512E+01	 8.17579E+01	 8.89702E+01	 8.18828E+01	 7.63734E+01	 8.37605E+01	 1.17842E+02	 1.23075E+02	 1.04108E+02	 9.28343E+01	 7.73971E+01	 5.50198E+01	 4.38019E+01	 4.38429E+01	 5.02060E+01	 5.95847E+01	 6.56161E+01	 6.30784E+01	 4.38455E+01	 2.59347E+01	 1.83264E+01	 1.89056E+01	 2.34625E+01	 2.70764E+01	 4.26148E+01	 4.78468E+01	 5.04570E+01	 6.96879E+01	 1.02481E+02	 8.66693E+01	 6.44012E+01	 6.45719E+01
 1.15600E+02	 1.21071E+02	 9.98514E+01	 8.81063E+01	 7.13036E+01	 6.98041E+01	 8.26189E+01	 7.89306E+01	 6.64198E+01	 6.72955E+01	 6.43991E+01	 5.00711E+01	 5.36671E+01	 7.61328E+01	 8.59688E+01	 8.08391E+01	 8.99599E+01	 8.40549E+01	 6.78073E+01	 5.45129E+01	 5.06767E+01	 6.13089E+01	 8.80489E+01	 9.26119E+01	 5.94067E+01	 2.70472E+01	 2.78229E+01	 3.70360E+01	 5.16148E+01	 6.11820E+01	 6.85276E+01	 6.35998E+01	 5.19675E+01	 4.84847E+01	 6.87381E+01	 1.05533E+02	 1.16180E+02	 9.42745E+01	 6.15646E+01	 4.61528E+01	 5.11671E+01	 4.34517E+01	 4.19526E+01	 4.23725E+01	 4.89904E+01	 5.26624E+01	 4.54097E+01	 3.74961E+01	 2.72604E+01	 2.50874E+01	 4.12860E+01	 4.06228E+01	 3.29164E+01	 3.31258E+01	 4.05960E+01	 5.12388E+01	 6.93400E+01	 1.14120E+02	 1.16477E+02	 8.02714E+01	 5.99941E+01
 1.15717E+02	 1.26966E+02	 1.11199E+02	 8.66014E+01	 7.91750E+01	 8.75260E+01	 7.19103E+01	 6.11390E+01	 5.19347E+01	 5.54630E+01	 5.01046E+01	 5.58343E+01	 9.84779E+01	 1.29580E+02	 1.12423E+02	 8.50246E+01	 1.04199E+02	 9.65700E+01	 7.04922E+01	 6.59504E+01	 6.17783E+01	 6.96611E+01	 8.96555E+01	 8.84138E+01	 6.00522E+01	 4.22611E+01	 4.30275E+01	 5.36969E+01	 5.89206E+01	 7.29184E+01	 8.22275E+01	 7.88914E+01	 5.57955E+01	 5.37175E+01	 5.13787E+01	 6.84522E+01	 7.75211E+01	 5.79487E+01	 3.46155E+01	 3.33019E+01	 3.62812E+01	 3.63874E+01	 3.33366E+01	 3.41933E+01	 4.22802E+01	 4.46550E+01	 3.54302E+01	 2.39491E+01	 1.98187E+01	 3.08455E+01	 5.82965E+01	 6.98689E+01	 6.97534E+01	 6.06148E+01	 6.15398E+01	 6.09219E+01	 7.95314E+01	 1.03151E+02	 8.63180E+01	 6.53047E+01	 6.24159E+01
 1.05659E+02	 1.17100E+02	 1.20791E+02	 1.21630E+02	 1.14117E+02	 1.01177E+02	 9.66671E+01	 7.10288E+01	 4.09524E+01	 4.02420E+01	 4.06289E+01	 5.10692E+01	 1.01118E+02	 1.28035E+02	 8.96913E+01	 5.42314E+01	 5.51303E+01	 6.20797E+01	 5.59739E+01	 6.49333E+01	 5.55400E+01	 4.27880E+01	 4.64891E+01	 7.05041E+01	 8.35827E+01	 7.06370E+01	 5.52750E+01	 5.94219E+01	 6.56987E+01	 6.41275E+01	 8.36116E+01	 1.15253E+02	 8.84012E+01	 6.35654E+01	 5.71339E+01	 5.94267E+01	 6.19347E+01	 4.66483E+01	 3.86957E+01	 4.79471E+01	 5.05730E+01	 4.69471E+01	 5.08299E+01	 5.84668E+01	 5.83400E+01	 5.61047E+01	 3.27917E+01	 2.29145E+01	 3.49102E+01	 4.98661E+01	 6.99413E+01	 8.60499E+01	 7.78306E+01	 8.50720E+01	 8.89594E+01	 7.47370E+01	 9.23236E+01	 1.16961E+02	 8.61630E+01	 6.08400E+01	 5.25784E+01
 1.05979E+02	 9.96512E+01	 1.15546E+02	 1.27404E+02	 1.09414E+02	 8.85378E+01	 9.11625E+01	 6.59298E+01	 4.41315E+01	 5.85357E+01	 7.14076E+01	 7.31952E+01	 1.48350E+02	 1.59970E+02	 8.34922E+01	 5.56139E+01	 6.22422E+01	 6.42750E+01	 6.97711E+01	 7.57637E+01	 6.47603E+01	 5.48089E+01	 5.31497E+01	 5.13839E+01	 6.87568E+01	 7.66638E+01	 4.85883E+01	 3.99153E+01	 5.39888E+01	 5.97405E+01	 7.72946E+01	 8.07470E+01	 9.63200E+01	 8.62268E+01	 6.92305E+01	 7.95760E+01	 7.98374E+01	 4.94510E+01	 3.34418E+01	 4.37263E+01	 5.21546E+01	 5.18563E+01	 5.06919E+01	 6.17004E+01	 6.32784E+01	 4.28481E+01	 2.53887E+01	 3.96487E+01	 4.74167E+01	 4.74394E+01	 6.21952E+01	 7.46063E+01	 6.80197E+01	 7.50371E+01	 7.80806E+01	 8.82021E+01	 1.04368E+02	 9.36116E+01	 7.11744E+01	 4.13185E+01	 2.98585E+01
 1.15504E+02	 9.50219E+01	 1.17180E+02	 1.36791E+02	 1.00347E+02	 8.47134E+01	 6.17775E+01	 7.11008E+01	 8.97605E+01	 1.54990E+02	 1.41963E+02	 9.33828E+01	 1.33686E+02	 1.28932E+02	 8.36653E+01	 4.51664E+01	 5.79271E+01	 6.79513E+01	 9.92887E+01	 9.92436E+01	 7.42629E+01	 7.83905E+01	 6.49905E+01	 6.15069E+01	 6.25866E+01	 6.29118E+01	 4.07402E+01	 3.01736E+01	 4.35866E+01	 7.32441E+01	 7.57612E+01	 5.35189E+01	 6.38333E+01	 8.17233E+01	 1.06236E+02	 7.61059E+01	 5.98219E+01	 4.14112E+01	 2.94817E+01	 5.25197E+01	 6.29413E+01	 7.64849E+01	 6.91476E+01	 5.72133E+01	 3.77010E+01	 2.63212E+01	 2.80826E+01	 5.67811E+01	 9.50646E+01	 7.54504E+01	 7.56054E+01	 6.99510E+01	 6.58581E+01	 9.25834E+01	 8.39384E+01	 1.08706E+02	 1.39680E+02	 1.14006E+02	 7.85369E+01	 5.34968E+01	 3.95142E+01
 7.30262E+01	 7.94362E+01	 9.08731E+01	 1.00597E+02	 9.95815E+01	 7.72792E+01	 6.26373E+01	 6.92896E+01	 1.04056E+02	 1.30386E+02	 1.19122E+02	 6.51408E+01	 7.34050E+01	 9.05465E+01	 5.20883E+01	 4.71653E+01	 8.72818E+01	 1.05032E+02	 7.86987E+01	 8.82268E+01	 9.42878E+01	 7.62629E+01	 8.32926E+01	 8.74993E+01	 6.68102E+01	 5.43481E+01	 3.28252E+01	 3.08941E+01	 4.46396E+01	 6.58836E+01	 6.58474E+01	 5.87133E+01	 7.36390E+01	 1.22608E+02	 1.71292E+02	 1.44401E+02	 9.02890E+01	 4.06824E+01	 1.72246E+01	 5.08366E+01	 5.28400E+01	 7.31263E+01	 8.10935E+01	 4.22541E+01	 3.99331E+01	 4.52402E+01	 4.21438E+01	 6.11462E+01	 9.98743E+01	 1.02377E+02	 5.47915E+01	 4.26301E+01	 5.19239E+01	 5.38040E+01	 8.01414E+01	 1.22807E+02	 1.40897E+02	 1.03419E+02	 6.07965E+01	 3.60939E+01	 4.10200E+01
 4.20250E+01	 3.84841E+01	 3.30336E+01	 3.70628E+01	 5.98031E+01	 7.09855E+01	 5.77582E+01	 5.49740E+01	 8.61517E+01	 1.04931E+02	 7.21800E+01	 5.02676E+01	 3.42597E+01	 4.44633E+01	 3.56822E+01	 3.85446E+01	 6.89473E+01	 7.82783E+01	 8.13508E+01	 8.79187E+01	 7.96328E+01	 7.49219E+01	 9.09227E+01	 9.84498E+01	 7.37965E+01	 6.24922E+01	 8.19932E+01	 6.68040E+01	 4.44832E+01	 3.77341E+01	 5.93763E+01	 7.83614E+01	 1.04187E+02	 9.42601E+01	 9.68514E+01	 1.48410E+02	 1.35901E+02	 4.10275E+01	 1.58536E+01	 2.06694E+01	 3.34249E+01	 5.43019E+01	 5.18269E+01	 3.45703E+01	 3.98366E+01	 4.93112E+01	 6.06112E+01	 7.85079E+01	 9.14888E+01	 1.02056E+02	 7.40065E+01	 7.32190E+01	 6.02926E+01	 6.89756E+01	 1.00670E+02	 9.62094E+01	 8.23629E+01	 8.58542E+01	 6.11862E+01	 3.67325E+01	 3.05323E+01
